timestamp,open,high,low,close,volume
2026-08-27T17:39:00+00:00,1.08,1.0800828519050276,1.0798774525862929,1.079914077250967,1141.7807900490334
2026-08-27T17:40:00+00:00,1.079914077250967,1.079948629417326,1.079394161584008,1.079574221185098,1106.036671031484
2026-08-27T17:41:00+00:00,1.079574221185098,1.0800188496178218,1.0795102937169727,1.0799785281775993,1046.3316651070998
2026-08-27T17:42:00+00:00,1.0799785281775993,1.0801170760799699,1.0792801686855245,1.0793621545812713,1124.704509540486
2026-08-27T17:43:00+00:00,1.0793621545812713,1.079644497606613,1.07859348002776,1.0787374292332694,1117.0473189333086
2026-08-27T17:44:00+00:00,1.0787374292332694,1.0788752563601605,1.0786531299648767,1.0788678264568246,1160.5586874686235
2026-08-27T17:45:00+00:00,1.0788678264568246,1.0790641055133727,1.0787608344848563,1.0790003115928708,1429.3825793334356
2026-08-27T17:46:00+00:00,1.0790003115928708,1.0794210450406336,1.0788999106816681,1.0792272689365507,1184.8789740561933
2026-08-27T17:47:00+00:00,1.0792272689365507,1.0792444968569996,1.0790125815519347,1.0791148943901634,1062.106813392423
2026-08-27T17:48:00+00:00,1.0791148943901634,1.0792697871397081,1.0788800721048442,1.0789643268608649,1305.230328724976
2026-08-27T17:49:00+00:00,1.0789643268608649,1.0790039397544209,1.0786093974718183,1.0786784089931694,1372.4357837152788
2026-08-27T17:50:00+00:00,1.0786784089931694,1.078928045711458,1.0783524813783336,1.0787166856964536,1080.3984627664177
2026-08-27T17:51:00+00:00,1.0787166856964536,1.0788489245451731,1.0786168825150924,1.0786973625090752,1015.5699737332388
2026-08-27T17:52:00+00:00,1.0786973625090752,1.078831311783929,1.0780576484658835,1.0781658967030152,1236.4604481018534
2026-08-27T17:53:00+00:00,1.0781658967030152,1.0787903681119333,1.0781466071048253,1.0787317535494743,1324.7920211828125
2026-08-27T17:54:00+00:00,1.0787317535494743,1.0790860991661486,1.0786585019623727,1.0789870871699405,1316.1969435753308
2026-08-27T17:55:00+00:00,1.0789870871699405,1.079073048090039,1.0784368193934053,1.0786453491866597,1507.9480118621689
2026-08-27T17:56:00+00:00,1.0786453491866597,1.0786840754286986,1.0778859634719338,1.0781193789730226,1144.6242375937038
2026-08-27T17:57:00+00:00,1.0781193789730226,1.0785266226386818,1.0773696896560208,1.0774274500916399,1184.0654849341129
2026-08-27T17:58:00+00:00,1.0774274500916399,1.0775854070823052,1.076852799894965,1.0770307985462624,1039.3129701096216
2026-08-27T17:59:00+00:00,1.0770307985462624,1.0772198503147539,1.076773279826914,1.077149669251212,1154.7571508138462
2026-08-27T18:00:00+00:00,1.077149669251212,1.0774605322724746,1.076896273477114,1.07737201470249,1320.4333796010226
2026-08-27T18:01:00+00:00,1.07737201470249,1.0778451670154832,1.0770530249792767,1.0777595459621925,1158.420006396584
2026-08-27T18:02:00+00:00,1.0777595459621925,1.0783981050875235,1.0777297962050436,1.0781052031610712,1254.8819179630732
2026-08-27T18:03:00+00:00,1.0781052031610712,1.0783655827415877,1.0775496652877274,1.0776388879638417,1037.5346878199462
2026-08-27T18:04:00+00:00,1.0776388879638417,1.0778953888157126,1.0776194268196582,1.0777903315817512,1286.4150589644905
2026-08-27T18:05:00+00:00,1.0777903315817512,1.0778573813745982,1.0774017738593595,1.0775701470859205,1006.6997353868192
2026-08-27T18:06:00+00:00,1.0775701470859205,1.0777231278768677,1.0770310535660335,1.0772678635821766,1111.2065212889368
2026-08-27T18:07:00+00:00,1.0772678635821766,1.0772896375682806,1.0767536424180961,1.0767777114370478,1074.4999124083952
2026-08-27T18:08:00+00:00,1.0767777114370478,1.0775035955485177,1.0765741056966731,1.0773376419506315,1317.0804947684048
2026-08-27T18:09:00+00:00,1.0773376419506315,1.0774396961974488,1.076889378144539,1.077071730207579,1214.750587563385
2026-08-27T18:10:00+00:00,1.077071730207579,1.0772560182462805,1.0770470951336981,1.077233015604197,1143.8200677085104
2026-08-27T18:11:00+00:00,1.077233015604197,1.077277845086525,1.0771054550779224,1.0771979960590703,1000.209869118435
2026-08-27T18:12:00+00:00,1.0771979960590703,1.0776091356554385,1.0768731187131597,1.077517674102608,1081.2356591931803
2026-08-27T18:13:00+00:00,1.077517674102608,1.077577888680556,1.0773861459975413,1.077388263970125,1230.9461511062127
2026-08-27T18:14:00+00:00,1.077388263970125,1.0774506166294917,1.076996461803774,1.0772933586734181,1641.1698685534834
2026-08-27T18:15:00+00:00,1.0772933586734181,1.0773327709688947,1.076837375486974,1.0769017206977234,1059.6433322152675
2026-08-27T18:16:00+00:00,1.0769017206977234,1.0770075499071592,1.076725862864664,1.0767714313039036,1234.9231022230306
2026-08-27T18:17:00+00:00,1.0767714313039036,1.077776931118254,1.0766819146155884,1.0777195210754986,1024.8621380442216
2026-08-27T18:18:00+00:00,1.0777195210754986,1.0777296637439326,1.0772257614160687,1.077666756448173,1121.7247574693736
2026-08-27T18:19:00+00:00,1.077666756448173,1.0782684633532515,1.077655974361424,1.0780794929012276,1238.376343445286
2026-08-27T18:20:00+00:00,1.0780794929012276,1.0786760433544225,1.077804354075888,1.0784348429905404,1088.3440016909701
2026-08-27T18:21:00+00:00,1.0784348429905404,1.0785356696136121,1.0781617777794126,1.0783383752338662,1670.7073926955804
2026-08-27T18:22:00+00:00,1.0783383752338662,1.0790156108354163,1.0782278752247505,1.0787813734032468,1373.0346008427412
2026-08-27T18:23:00+00:00,1.0787813734032468,1.079073082441229,1.0787572109210106,1.0788797491412814,1047.7757727871287
